title,description,processed,sentiment
"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer","A sweeping narrative history of a terrifying serial killer--America's first--who stalked Austin, Texas in 1885In the late 1800s, the city of Austin, Texas was on the cusp of emerging from an isolated western outpost into a truly cosmopolitan metropolis. But beginning in December 1884, Austin was terrorized by someone equally as vicious and, in some ways, far more diabolica A sweeping narrative history of a terrifying serial killer--America's first--who stalked Austin, Texas in 1885In the late 1800s, the city of Austin, Texas was on the cusp of emerging from an isolated western outpost into a truly cosmopolitan metropolis. But beginning in December 1884, Austin was terrorized by someone equally as vicious and, in some ways, far more diabolical than London's infamous Jack the Ripper. For almost exactly one year, the Midnight Assassin crisscrossed the entire city, striking on moonlit nights, using axes, knives, and long steel rods to rip apart women from every race and class. At the time the concept of a serial killer was unthinkable, but the murders continued, the killer became more brazen, and the citizens' panic reached a fever pitch.Before it was all over, at least a dozen men would be arrested in connection with the murders, and the crimes would expose what a newspaper described as ""the most extensive and profound scandal ever known in Austin."" And yes, when Jack the Ripper began his attacks in 1888, London police investigators did wonder if the killer from Austin had crossed the ocean to terrorize their own city.With vivid historical detail and novelistic flair, Texas Monthly journalist Skip Hollandsworth brings this terrifying saga to life. ...more",sweeping narrative history terrifying serial killer america first stalked austin texas late city austin texas cusp emerging isolated western outpost truly cosmopolitan metropolis beginning december austin terrorized someone equally vicious ways far diabolica sweeping narrative history terrifying serial killer america first stalked austin texas late city austin texas cusp emerging isolated western outpost truly cosmopolitan metropolis beginning december austin terrorized someone equally vicious ways far diabolical london infamous jack ripper almost exactly one year midnight assassin crisscrossed entire city striking moonlit nights using axes knives long steel rods rip apart women every race class time concept serial killer unthinkable murders continued killer became brazen citizens panic reached fever least dozen men would arrested connection murders crimes would expose newspaper described extensive profound scandal ever known austin yes jack ripper began attacks london police investigators wonder killer austin crossed ocean terrorize vivid historical detail novelistic flair texas monthly journalist skip hollandsworth brings terrifying saga life,-0.9968
The Martian (The Martian #1),"A mission to Mars.A freak accident.One man's struggle to survive.Six days ago, astronaut Mark Watney became one of the first people to walk on Mars. Now, he's sure he'll be the first person to die there.After a dust storm nearly kills him and forces his crew to evacuate the planet while thinking him dead, Mark finds himself stranded on Mars' surface, completely alone, with A mission to Mars.A freak accident.One man's struggle to survive.Six days ago, astronaut Mark Watney became one of the first people to walk on Mars. Now, he's sure he'll be the first person to die there.After a dust storm nearly kills him and forces his crew to evacuate the planet while thinking him dead, Mark finds himself stranded on Mars' surface, completely alone, with no way to signal Earth that heâs alive. And even if he could get word out, his supplies would be gone years before a rescue could arrive.Chances are, though, Mark won't have time to starve to death. The damaged machinery, unforgiving environment or plain-old ""human error"" are much more likely to kill him first. But Mark's not ready to quit. Armed with nothing but his ingenuity and his engineering skillsâand a gallows sense of humor that proves to be his greatest source of strengthâhe embarks on a dogged quest to stay alive, using his botany expertise to grow food and even hatching a mad plan to contact NASA back on Earth.As he overcomes one seemingly insurmountable obstacle after the next, Mark begins to let himself believe he might make it off the planet alive.But Mars has plenty of surprises in store for him yet.Grounded in real, present-day science from the first page to the last, yet propelled by a brilliantly ingenious plot that surprises the reader again and again, The Martian is a truly remarkable thriller: an impossible-to-put-down suspense novel that manages to read like a real-life survival tale. ...more",mission freak man struggle days ago astronaut mark watney became one first people walk mars sure first person die dust storm nearly kills forces crew evacuate planet thinking dead mark finds stranded mars surface completely alone mission freak man struggle days ago astronaut mark watney became one first people walk mars sure first person die dust storm nearly kills forces crew evacuate planet thinking dead mark finds stranded mars surface completely alone way signal earth alive even could get word supplies would gone years rescue could though mark wo time starve death damaged machinery unforgiving environment human error much likely kill first mark ready quit armed nothing ingenuity engineering gallows sense humor proves greatest source embarks dogged quest stay alive using botany expertise grow food even hatching mad plan contact nasa back overcomes one seemingly insurmountable obstacle next mark begins let believe might make planet mars plenty surprises store real science first page last yet propelled brilliantly ingenious plot surprises reader martian truly remarkable thriller suspense novel manages read like survival tale,-0.9721
The High Mountains of Portugal,"In Lisbon in 1904, a young man named TomÃ¡s discovers an old journal. It hints at the existence of an extraordinary artifact thatâif he can find itâwould redefine history. Traveling in one of Europeâs earliest automobiles, he sets out in search of this strange treasure.Thirty-five years later, a Portuguese pathologist devoted to the murder mysteries of Agatha Christie finds In Lisbon in 1904, a young man named TomÃ¡s discovers an old journal. It hints at the existence of an extraordinary artifact thatâif he can find itâwould redefine history. Traveling in one of Europeâs earliest automobiles, he sets out in search of this strange treasure.Thirty-five years later, a Portuguese pathologist devoted to the murder mysteries of Agatha Christie finds himself at the center of a mystery of his own and drawn into the consequences of TomÃ¡sâs quest.Fifty years on, a Canadian senator takes refuge in his ancestral village in northern Portugal, grieving the loss of his beloved wife. But he arrives with an unusual companion: a chimpanzee. And there the century-old quest will come to an unexpected conclusion.The High Mountains of Portugalâpart quest, part ghost story, part contemporary fableâoffers a haunting exploration of great love and great loss. Filled with tenderness, humor, and endless surprise, it takes the reader on a road trip through Portugal in the last centuryâand through the human soul. ...more",lisbon young man named discovers old journal hints existence extraordinary artifact find redefine history traveling one earliest automobiles sets search strange years later portuguese pathologist devoted murder mysteries agatha christie finds lisbon young man named discovers old journal hints existence extraordinary artifact find redefine history traveling one earliest automobiles sets search strange years later portuguese pathologist devoted murder mysteries agatha christie finds center mystery drawn consequences years canadian senator takes refuge ancestral village northern portugal grieving loss beloved wife arrives unusual companion chimpanzee quest come unexpected high mountains quest part ghost story part contemporary haunting exploration great love great loss filled tenderness humor endless surprise takes reader road trip portugal last human soul,0.6908
The Grownup,"A canny young woman is struggling to survive by perpetrating various levels of mostly harmless fraud. On a rainy April morning, she is reading auras at Spiritual Palms when Susan Burke walks in. A keen observer of human behavior, our unnamed narrator immediately diagnoses beautiful, rich Susan as an unhappy woman eager to give her lovely life a drama injection. However, wh A canny young woman is struggling to survive by perpetrating various levels of mostly harmless fraud. On a rainy April morning, she is reading auras at Spiritual Palms when Susan Burke walks in. A keen observer of human behavior, our unnamed narrator immediately diagnoses beautiful, rich Susan as an unhappy woman eager to give her lovely life a drama injection. However, when the ""psychic"" visits the eerie Victorian home that has been the source of Susan's terror and grief, she realizes she may not have to pretend to believe in ghosts anymore. Miles, Susan's teenage stepson, doesn't help matters with his disturbing manner and grisly imagination. The three are soon locked in a chilling battle to discover where the evil truly lurks and what, if anything, can be done to escape it. ...more",canny young woman struggling survive perpetrating various levels mostly harmless fraud rainy april morning reading auras spiritual palms susan burke walks keen observer human behavior unnamed narrator immediately diagnoses beautiful rich susan unhappy woman eager give lovely life drama injection however wh canny young woman struggling survive perpetrating various levels mostly harmless fraud rainy april morning reading auras spiritual palms susan burke walks keen observer human behavior unnamed narrator immediately diagnoses beautiful rich susan unhappy woman eager give lovely life drama injection however psychic visits eerie victorian home source susan terror grief realizes may pretend believe ghosts anymore miles susan teenage stepson help matters disturbing manner grisly imagination three soon locked chilling battle discover evil truly lurks anything done escape,0.2023
The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,"E-Myth  'e-,'mith n 1: the entrepreneurial myth: the myth that most people who start small businesses are entrepreneurs 2: the fatal assumption that an individual who understands the technical work of a business can successfully run a business that does that technical workVoted #1 business book by Inc. 500 CEOs.An instant classic, this revised and updated edition of the E-Myth  'e-,'mith n 1: the entrepreneurial myth: the myth that most people who start small businesses are entrepreneurs 2: the fatal assumption that an individual who understands the technical work of a business can successfully run a business that does that technical workVoted #1 business book by Inc. 500 CEOs.An instant classic, this revised and updated edition of the phenomenal bestseller dispels the myths about starting your own business. Small business consultant and author Michael E. Gerber, with sharp insight gained from years of experience, points out how common assumptions, expectations, and even technical expertise can get in the way of running a successful business.Gerber walks you through the steps in the life of a businessâfrom entrepreneurial infancy through adolescent growing pains to the mature entrepreneurial perspective: the guiding light of all businesses that succeedâand shows how to apply the lessons of franchising to any business, whether or not it is a franchise. Most importantly, Gerber draws the vital, often overlooked distinction between working on your business and working in your business.The E-Myth Revisited will help you grow your business in a productive, assured way. ...more",n entrepreneurial myth myth people start small businesses entrepreneurs fatal assumption individual understands technical work business successfully run business technical workvoted business book instant classic revised updated edition n entrepreneurial myth myth people start small businesses entrepreneurs fatal assumption individual understands technical work business successfully run business technical workvoted business book instant classic revised updated edition phenomenal bestseller dispels myths starting business small business consultant author michael gerber sharp insight gained years experience points common assumptions expectations even technical expertise get way running successful walks steps life entrepreneurial infancy adolescent growing pains mature entrepreneurial perspective guiding light businesses shows apply lessons franchising business whether franchise importantly gerber draws vital often overlooked distinction working business working revisited help grow business productive assured way,0.9337
South of Sunshine,"What is Kaycee willing to risk for the sake of love? And what will she risk for acceptance?In Sunshine, Tennessee, the main event in town is Friday night football, the biggest party of the year is held in a field filled with pickup trucks, and church attendance is mandatory. For Kaycee Jean McCoy, life in Sunshine means dating guys she has no interest in, saying only âyes, What is Kaycee willing to risk for the sake of love? And what will she risk for acceptance?In Sunshine, Tennessee, the main event in town is Friday night football, the biggest party of the year is held in a field filled with pickup trucks, and church attendance is mandatory. For Kaycee Jean McCoy, life in Sunshine means dating guys she has no interest in, saying only âyes, maâamâ when the local bigots gossip at her momâs cosmetics salon, and avoiding certain girls at all costs. Girls like Bren Dawson.Unlike Kaycee, Bren doesnât really conceal who she is. But as the cool, worldly new girl, nobody at school seems to give her any trouble. Maybe thereâs no harm if Kaycee gets closer to her too, as long as she can keep that part of her life a secret, especially from her family and her best friend. But the more serious things get with Bren, the harder it is to hide from everyone else. Kaycee knows Sunshine has a darker side for people like her, and sheâs risking everything for the chance to truly be herself. ...more",kaycee willing risk sake love risk acceptance sunshine tennessee main event town friday night football biggest party year held field filled pickup trucks church attendance mandatory kaycee jean mccoy life sunshine means dating guys interest saying kaycee willing risk sake love risk acceptance sunshine tennessee main event town friday night football biggest party year held field filled pickup trucks church attendance mandatory kaycee jean mccoy life sunshine means dating guys interest saying local bigots gossip cosmetics salon avoiding certain girls costs girls like bren kaycee bren really conceal cool worldly new girl nobody school seems give trouble maybe harm kaycee gets closer long keep part life secret especially family best friend serious things get bren harder hide everyone else kaycee knows sunshine darker side people like risking everything chance truly,0.9922
Smarter Faster Better: The Secrets of Being Productive in Life and Business,"A new book that explores the science of productivity, and why, in todayâs world, managing how you thinkârather than what you thinkâcan transform your life.",new book explores science productivity world managing transform life,0.0
Silence in the Dark (Logan Point #4),"Two years ago, Bailey Adams broke off her engagement to Danny Maxwell and fled Logan Point for the mission field in Chihuahua, Mexico. Now she's about to return home to the States, but there's just one problem. After Bailey meets with the uncle of one of the mission children in the city, she barely escapes a sudden danger. Now she's on the run--she just doesn't know from w Two years ago, Bailey Adams broke off her engagement to Danny Maxwell and fled Logan Point for the mission field in Chihuahua, Mexico. Now she's about to return home to the States, but there's just one problem. After Bailey meets with the uncle of one of the mission children in the city, she barely escapes a sudden danger. Now she's on the run--she just doesn't know from whom. To make matters worse, people who help her along the way find themselves in danger too--including Danny. Who is after her? Will they ever let up? And in the midst of the chaos, can Bailey keep herself from falling in love with her rescuer all over again?With lean, fast-paced prose that keeps readers turning the pages, Patricia Bradley pens a superb story of suspense and second chances. ...more",two years ago bailey adams broke engagement danny maxwell fled logan point mission field chihuahua mexico return home states one problem bailey meets uncle one mission children city barely escapes sudden danger run know w two years ago bailey adams broke engagement danny maxwell fled logan point mission field chihuahua mexico return home states one problem bailey meets uncle one mission children city barely escapes sudden danger run know make matters worse people help along way find danger including danny ever let midst chaos bailey keep falling love rescuer lean prose keeps readers turning pages patricia bradley pens superb story suspense second chances,-0.8298
Shadows of the Past (Logan Point #1),"Psychology professor and criminal profiler Taylor Martin prides herself on being able to solve any crime, except the one she wants most desperately to solve--the disappearance of her father twenty years ago. When she finally has a lead on his whereabouts, Taylor returns home to Logan Point, Mississippi, to investigate. But as she is stalking the truth about the past, someo Psychology professor and criminal profiler Taylor Martin prides herself on being able to solve any crime, except the one she wants most desperately to solve--the disappearance of her father twenty years ago. When she finally has a lead on his whereabouts, Taylor returns home to Logan Point, Mississippi, to investigate. But as she is stalking the truth about the past, someone is stalking her.Nick Sinclair pens mystery novels for a living, but the biggest mystery to him is how he can ever get over the death of his wife--a tragedy he believes he could have prevented. With his estranged brother the only family he has left, Nick sets out to find him. But when he crosses paths with Taylor, all he seems to find is trouble. ...more",psychology professor criminal profiler taylor martin prides able solve crime except one wants desperately solve disappearance father twenty years ago finally lead whereabouts taylor returns home logan point mississippi investigate stalking truth past someo psychology professor criminal profiler taylor martin prides able solve crime except one wants desperately solve disappearance father twenty years ago finally lead whereabouts taylor returns home logan point mississippi investigate stalking truth past someone stalking sinclair pens mystery novels living biggest mystery ever get death wife tragedy believes could prevented estranged brother family left nick sets find crosses paths taylor seems find trouble,-0.9686
Roller Girl,"For fans of Raina Telgemeierâs Smile, a heartwarming graphic novel about friendship and surviving junior high through the power of roller derby. Twelve-year-old Astrid has always done everything with her best friend Nicole. So when Astrid signs up for roller derby camp, she assumes Nicole will too. But Nicole signs up for dance camp with a new friend instead, and so begins For fans of Raina Telgemeierâs Smile, a heartwarming graphic novel about friendship and surviving junior high through the power of roller derby. Twelve-year-old Astrid has always done everything with her best friend Nicole. So when Astrid signs up for roller derby camp, she assumes Nicole will too. But Nicole signs up for dance camp with a new friend instead, and so begins the toughest summer of Astrid's life. There are bumps and bruises as Astrid learns who she is without Nicole...and what it takes to be a strong, tough roller girl. ...more",fans raina smile heartwarming graphic novel friendship surviving junior high power roller derby astrid always done everything best friend nicole astrid signs roller derby camp assumes nicole nicole signs dance camp new friend instead begins fans raina smile heartwarming graphic novel friendship surviving junior high power roller derby astrid always done everything best friend nicole astrid signs roller derby camp assumes nicole nicole signs dance camp new friend instead begins toughest summer astrid life bumps bruises astrid learns without nicole takes strong tough roller girl,0.991
Rising Strong,"The physics of vulnerability is simple: If we are brave enough often enough, we will fall. The author of the #1 New York Times bestsellers Daring Greatly and The Gifts of Imperfection tells us what it takes to get back up, and how owning our stories of disappointment, failure, and heartbreak gives us the power to write a daring new ending. Struggle, BrenÃ© Brown writes, can The physics of vulnerability is simple: If we are brave enough often enough, we will fall. The author of the #1 New York Times bestsellers Daring Greatly and The Gifts of Imperfection tells us what it takes to get back up, and how owning our stories of disappointment, failure, and heartbreak gives us the power to write a daring new ending. Struggle, BrenÃ© Brown writes, can be our greatest call to courage, and rising strong our clearest path to deeper meaning, wisdom, and hope. ...more",physics vulnerability simple brave enough often enough fall author new york times bestsellers daring greatly gifts imperfection tells us takes get back owning stories disappointment failure heartbreak gives us power write daring new ending struggle brown writes physics vulnerability simple brave enough often enough fall author new york times bestsellers daring greatly gifts imperfection tells us takes get back owning stories disappointment failure heartbreak gives us power write daring new ending struggle brown writes greatest call courage rising strong clearest path deeper meaning wisdom hope,0.7003
Proofs of God: Classical Arguments from Tertullian to Barth,"Leading theologian Matthew Levering presents a thoroughgoing critical survey of the proofs of God's existence for readers interested in traditional Christian responses to the problem of atheism. Beginning with Tertullian and ending with Karl Barth, Levering covers twenty-one theologians and philosophers from the early church to the modern period, examining how they answere Leading theologian Matthew Levering presents a thoroughgoing critical survey of the proofs of God's existence for readers interested in traditional Christian responses to the problem of atheism. Beginning with Tertullian and ending with Karl Barth, Levering covers twenty-one theologians and philosophers from the early church to the modern period, examining how they answered the critics of their day. He also shows the relevance of the classical arguments to contemporary debates and challenges to Christianity. In addition to students, this book will appeal to readers of apologetics. ...more",leading theologian matthew levering presents thoroughgoing critical survey proofs god existence readers interested traditional christian responses problem atheism beginning tertullian ending karl barth levering covers theologians philosophers early church modern period examining answere leading theologian matthew levering presents thoroughgoing critical survey proofs god existence readers interested traditional christian responses problem atheism beginning tertullian ending karl barth levering covers theologians philosophers early church modern period examining answered critics day also shows relevance classical arguments contemporary debates challenges christianity addition students book appeal readers apologetics,-0.6124
Please Kill Me: The Uncensored Oral History of Punk,"A Time Out and Daily News Top Ten Book of the Year upon its initial release, Please Kill Me is the first oral history of the most nihilist of all pop movements. Iggy Pop, Danny Fields, Dee Dee and Joey Ramone, Malcom McLaren, Jim Carroll, and scores of other famous and infamous punk figures lend their voices to this definitive account of that outrageous, explosive era. Fro A Time Out and Daily News Top Ten Book of the Year upon its initial release, Please Kill Me is the first oral history of the most nihilist of all pop movements. Iggy Pop, Danny Fields, Dee Dee and Joey Ramone, Malcom McLaren, Jim Carroll, and scores of other famous and infamous punk figures lend their voices to this definitive account of that outrageous, explosive era. From its origins in the twilight years of Andy Warholâs New York reign to its last gasps as eighties corporate rock, the phenomenon known as punk is scrutinized, eulogized, and idealized by the people who were there and who made it happen. ...more",time daily news top ten book year upon initial release please kill first oral history nihilist pop movements iggy pop danny fields dee dee joey ramone malcom mclaren jim carroll scores famous infamous punk figures lend voices definitive account outrageous explosive era fro time daily news top ten book year upon initial release please kill first oral history nihilist pop movements iggy pop danny fields dee dee joey ramone malcom mclaren jim carroll scores famous infamous punk figures lend voices definitive account outrageous explosive era origins twilight years andy new york reign last gasps eighties corporate rock phenomenon known punk scrutinized eulogized idealized people made happen,-0.8126
Out of Print: City Lights Spotlight No. 14,"The third full-length collectionby Julien Poirier, Out of Print is a truly bicoastal volume, reflecting the poet's years in New York as well as his return to his Bay Area roots. Consider it a meetinghouse between late New York School and contemporary California surrealism, a series of quips intercepted from America's underground poetry telegraph, or an absurdist mirror hel The third full-length collectionÂ by Julien Poirier, Out of Print is a truly bicoastal volume, reflecting the poet's years in New York as well as his return to his Bay Area roots. Consider it a meetinghouse between late New York School and contemporary California surrealism, a series of quips intercepted from America's underground poetry telegraph, or an absurdist mirror held up to consumerist culture.""Welcome Julien Poirier! What a distinct inspired voice. His work is abundant in surprise. His musical,often bonkers play of language is, for me, a source of delight & revelation.""âDavid Meltzer""Julien Poirierâs poems calibrate the vernacular in a sublime mathematics of commonalities. The effect is that of feelings on the run, enunciated clearly. In a sudden down-draughtâ'Youâre wind, you melt on my tongue'âheâll take the contemporary love poem into new stretches of believability while knowingly calling to account the failings that, whether perennial or merely topical, hem round ourselves to disastrous effect. For, no mistake, Out of Print means business: a forceful wake-up call, allowing as how for this old world the time for meaningful action may well have run out and weâve joined the fabled damned, lost but for such eloquence, affection, and mad, mad laughter in Hellâs despite.""âBill Berkson""Out of Printâs unexpectedly a love poem, its humor sharpening into dissonant pleasure. And what a pleasure! Julien Poirierâs weirdly direct and directly weird poems notice what an event is, whether itâs four square monks in a Coupe de Ville or becoming the Invisible Hand, and render that event into a sensual and searching landscape. You are really there, no where, but there, in poetry as a means to think differently, and maybe, absurdly, hope.""âKaren WeiserJulien Poirier is the co-founder of Ugly Duckling Presse. He has taught poetry in New York City and San Francisco public schools and at San Quentin State Prison. Previous books include Way Too West (2015) and El Golpe ChileÃ±o (2010). ...more",third collectionby julien poirier print truly bicoastal volume reflecting poet years new york well return bay area roots consider meetinghouse late new york school contemporary california surrealism series quips intercepted america underground poetry telegraph absurdist mirror hel third collectionâ julien poirier print truly bicoastal volume reflecting poet years new york well return bay area roots consider meetinghouse late new york school contemporary california surrealism series quips intercepted america underground poetry telegraph absurdist mirror held consumerist culture welcome julien poirier distinct inspired voice work abundant surprise musical often bonkers play language source delight revelation meltzer julien poems calibrate vernacular sublime mathematics commonalities effect feelings run enunciated clearly sudden wind melt tongue take contemporary love poem new stretches believability knowingly calling account failings whether perennial merely topical hem round disastrous effect mistake print means business forceful call allowing old world time meaningful action may well run joined fabled damned lost eloquence affection mad mad laughter despite berkson unexpectedly love poem humor sharpening dissonant pleasure pleasure julien weirdly direct directly weird poems notice event whether four square monks coupe de ville becoming invisible hand render event sensual searching landscape really poetry means think differently maybe absurdly hope weiserjulien poirier ugly duckling presse taught poetry new york city san francisco public schools san quentin state prison previous books include way west el golpe,0.9699
My Life Next Door (My Life Next Door ),"""One thing my mother never knew, and would disapprove of most of all, was that I watched the Garretts. All the time.""The Garretts are everything the Reeds are not. Loud, messy, affectionate. And every day from her rooftop perch, Samantha Reed wishes she was one of them . . . until one summer evening, Jase Garrett climbs up next to her and changes everything.As the two fall ""One thing my mother never knew, and would disapprove of most of all, was that I watched the Garretts. All the time.""The Garretts are everything the Reeds are not. Loud, messy, affectionate. And every day from her rooftop perch, Samantha Reed wishes she was one of them . . . until one summer evening, Jase Garrett climbs up next to her and changes everything.As the two fall fiercely for each other, stumbling through the awkwardness and awesomeness of first love, Jase's family embraces Samantha - even as she keeps him a secret from her own. Then something unthinkable happens, and the bottom drops out of Samantha's world. She's suddenly faced with an impossible decision. Which perfect family will save her? Or is it time she saved herself?A transporting debut about family, friendship, first romance, and how to be true to one person you love without betraying another. ...more",one thing mother never knew would disapprove watched garretts time garretts everything reeds loud messy affectionate every day rooftop perch samantha reed wishes one one summer evening jase garrett climbs next changes two fall one thing mother never knew would disapprove watched garretts time garretts everything reeds loud messy affectionate every day rooftop perch samantha reed wishes one one summer evening jase garrett climbs next changes two fall fiercely stumbling awkwardness awesomeness first love jase family embraces samantha even keeps secret something unthinkable happens bottom drops samantha world suddenly faced impossible decision perfect family save time saved transporting debut family friendship first romance true one person love without betraying another,0.9856
Miller's Valley,"Filled with insights that are hallmarks of Anna Quindlenâs bestsellers, this extraordinary novel is about a woman coming of age, as she unearths secrets about her family and her town, and surprising truths about herself.For generations the Millers have lived in Millerâs Valley. Mimi Miller tells about her life with intimacy and honesty. As Mimi eavesdrops on her parents an Filled with insights that are hallmarks of Anna Quindlenâs bestsellers, this extraordinary novel is about a woman coming of age, as she unearths secrets about her family and her town, and surprising truths about herself.For generations the Millers have lived in Millerâs Valley. Mimi Miller tells about her life with intimacy and honesty. As Mimi eavesdrops on her parents and quietly observes the people around her, she discovers more and more about the toxicity of family secrets, the dangers of gossip, the flaws of marriage, the inequalities of friendship and the risks of passion, loyalty, and love. Home, as Mimi begins to realize, can be âa place where itâs just as easy to feel lost as it is to feel content.â Millerâs Valley is a masterly study of family, memory, loss, and, ultimately, discovery, of finding true identity and a new vision of home. As Mimi says, âNo one ever leaves the town where they grew up, even if they go.â Millerâs Valley reminds us that the place where you grew up can disappear, and the people in it too, but all will live on in your heart forever. ...more",filled insights hallmarks anna bestsellers extraordinary novel woman coming age unearths secrets family town surprising truths generations millers lived valley mimi miller tells life intimacy honesty mimi eavesdrops parents filled insights hallmarks anna bestsellers extraordinary novel woman coming age unearths secrets family town surprising truths generations millers lived valley mimi miller tells life intimacy honesty mimi eavesdrops parents quietly observes people around discovers toxicity family secrets dangers gossip flaws marriage inequalities friendship risks passion loyalty love home mimi begins realize place easy feel lost feel valley masterly study family memory loss ultimately discovery finding true identity new vision home mimi says one ever leaves town grew even valley reminds us place grew disappear people live heart forever,0.9859
Man's Search for Meaning,"Psychiatrist Viktor Frankl's memoir has riveted generations of readers with its descriptions of life in Nazi death camps and its lessons for spiritual survival. Between 1942 and 1945, Frankl labored in four different camps, including Auschwitz, while his parents, brother, and pregnant wife perished. Based on his own experience and the experiences of others he treated later Psychiatrist Viktor Frankl's memoir has riveted generations of readers with its descriptions of life in Nazi death camps and its lessons for spiritual survival. Between 1942 and 1945, Frankl labored in four different camps, including Auschwitz, while his parents, brother, and pregnant wife perished. Based on his own experience and the experiences of others he treated later in his practice, Frankl argues that we cannot avoid suffering, but we can choose how to cope with it, find meaning in it, and move forward with renewed purpose. Frankl's theory--known as logotherapy, from the Greek word logos (""meaning"")--holds that our primary drive in life is not pleasure, as Freud maintained, but the discovery and pursuit of what we personally find meaningful.At the time of Frankl's death in 1997, Man's Search for Meaning had sold more than 10 million copies in twenty-four languages. A 1991 reader survey for the Library of Congress that asked readers to name a ""book that made a difference in your life"" found Man's Search for Meaning among the ten most influential books in America. ...more",psychiatrist viktor frankl memoir riveted generations readers descriptions life nazi death camps lessons spiritual survival frankl labored four different camps including auschwitz parents brother pregnant wife perished based experience experiences others treated later psychiatrist viktor frankl memoir riveted generations readers descriptions life nazi death camps lessons spiritual survival frankl labored four different camps including auschwitz parents brother pregnant wife perished based experience experiences others treated later practice frankl argues avoid suffering choose cope find meaning move forward renewed purpose frankl theory known logotherapy greek word logos meaning holds primary drive life pleasure freud maintained discovery pursuit personally find time frankl death man search meaning sold million copies languages reader survey library congress asked readers name book made difference life found man search meaning among ten influential books america,-0.9186
"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations","Tyler and I inch toward the Green Room, in line with blow-dried TV anchors and stuffy columnists. Heâs practicing his handshake and hello: âItâs a pleasure to meet you, Mr. President. Itâs a pleasure to meet you, Mr. President. Itâs a pleasure to meet you, Mr. President.â When the couple in front of us steps forward for their picture, my teenager with sky-blue eyes and a s Tyler and I inch toward the Green Room, in line with blow-dried TV anchors and stuffy columnists. Heâs practicing his handshake and hello: âItâs a pleasure to meet you, Mr. President. Itâs a pleasure to meet you, Mr. President. Itâs a pleasure to meet you, Mr. President.â When the couple in front of us steps forward for their picture, my teenager with sky-blue eyes and a soft heart looks up at me and says, âI hope I donât let you down, Dad.â What kind of father raises a son to worry about embarrassing his dad? I want to tell Tyler not to worry, that heâd never let me down. That thereâs nothing wrong with being different. That I actually am proud of what makes him special. But we are next in line to meet the president of the United States in a room filled with fellow strivers, and all I can think about is the real possibility that Tyler might embarrass himself. Or, God forbid, me.LOVE THAT BOY is a uniquely personal story about the causes and costs of outsized parental expectations. What we want for our childrenâpopularity, normalcy, achievement, geniusâand what they truly needâgrit, empathy, characterâare explored by National Journalâs Ron Fournier, who weaves his extraordinary journey to acceptance around the latest research on childhood development and stories of other loving-but-struggling parents. ...more",tyler inch toward green room line tv anchors stuffy columnists practicing handshake hello pleasure meet president pleasure meet president pleasure meet couple front us steps forward picture teenager eyes tyler inch toward green room line tv anchors stuffy columnists practicing handshake hello pleasure meet president pleasure meet president pleasure meet couple front us steps forward picture teenager eyes soft heart looks says hope let kind father raises son worry embarrassing dad want tell tyler worry never let nothing wrong different actually proud makes special next line meet president united states room filled fellow strivers think real possibility tyler might embarrass god forbid boy uniquely personal story causes costs outsized parental expectations want normalcy achievement truly empathy explored national ron fournier weaves extraordinary journey acceptance around latest research childhood development stories parents,0.989
Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,"Each of us has but one life to live on this earth. What we do with it is our choice. Are we drifting through it as spectators, reacting to our circumstances when necessary and wondering just how we got to this point anyway? Or are we directing it, maximizing the joy and potential of every day, living with a purpose or mission in mind? Too many of us are doing the former--a Each of us has but one life to live on this earth. What we do with it is our choice. Are we drifting through it as spectators, reacting to our circumstances when necessary and wondering just how we got to this point anyway? Or are we directing it, maximizing the joy and potential of every day, living with a purpose or mission in mind? Too many of us are doing the former--and our lives are slipping away one day at a time. But what if we treated life like the gift that it is? What if we lived each day as though it were part of a bigger picture, a ""plan""? That's what ""New York Times ""bestselling author Michael Hyatt and executive coach Daniel Harkavy show us how to do: to design a life with the end in mind, determining in advance the outcomes we desire and path to get there. In this step-by-step guide, they share proven principles that help readers create a simple but effective life plan so that they can get from where they are now to where they really want to be--in every area of life. ...more",us one life live earth choice drifting spectators reacting circumstances necessary wondering got point anyway directing maximizing joy potential every day living purpose mission mind many us former us one life live earth choice drifting spectators reacting circumstances necessary wondering got point anyway directing maximizing joy potential every day living purpose mission mind many us former lives slipping away one day time treated life like gift lived day though part bigger picture plan new york times bestselling author michael hyatt executive coach daniel harkavy show us design life end mind determining advance outcomes desire path get guide share proven principles help readers create simple effective life plan get really want every area life,0.9761
Les Fleurs du Mal,Presents the first American translation of the complete text of Baudelaire's 1857 masterwork and includes the complete original French texts for easy comparison.,presents first american translation complete text baudelaire masterwork includes complete original french texts easy comparison,0.6369
Left Behind (Left Behind #1),"An airborne Boeing 747 is headed to London when, without any warning, passengers mysteriously disappear from their seats. Terror and chaos slowly spread not only through the plane but also worldwide as unusual events continue to unfold. For those who have been left behind, the apocalypse has just begun",airborne boeing headed london without warning passengers mysteriously disappear seats terror chaos slowly spread plane also worldwide unusual events continue unfold left behind apocalypse begun,-0.7884
